x,y,z,value
3,1,2,0.8834833590807142
3,1,3,0.7636792280970011
3,1,4,0.23965610426911066
3,1,5,0.33120744384191414
3,1,6,0.8498642986860917
3,1,7,0.13815121570251843
3,1,8,0.5643489505161181
3,1,9,0.04836576487797173
3,1,10,0.19977856920472026
3,1,11,0.34011987659206167
3,1,12,0.5910532410269587
3,1,13,0.48489263099788327
3,1,14,0.5128182380733809
3,1,15,0.3813721747828309
3,2,0,0.7722672259903216
3,2,1,0.25005576267737106
3,2,2,0.4178734429801346
3,2,3,0.3629266775034715
3,2,4,0.040141865328675475
3,2,5,0.843415906000759
3,2,6,0.4495795713529841
3,2,7,0.8320535314650565
3,2,8,0.31412957471787617
3,2,9,0.851195578228415
3,2,10,0.664855106228097
3,2,11,0.5199308639966667
3,2,12,0.4565582773887289
3,2,13,0.4237808197315268
3,2,14,0.9445930310242094
3,2,15,0.2937995020538917
3,3,0,0.09186950679355754
3,3,1,0.8204345483305843
3,3,2,0.45414001742768506
3,3,3,0.5957623337305845
3,3,4,0.7933692839600989
3,3,5,0.4571367572145447
3,3,6,0.1838250163633096
3,3,7,0.0011814750592344936
3,3,8,0.40523591909903356
3,3,9,0.754656869008493
3,3,10,0.26535116795972913
3,3,11,0.22954567976998985
3,3,12,0.3949266970360983
3,3,13,0.8908978228728764
3,3,14,0.27106399495484046
3,3,15,0.19691504224887157
3,4,0,0.7064725877240344
3,4,1,0.7916275029029424
3,4,2,0.8559550808232421
3,4,3,0.1911885214271869
3,4,4,0.42092538703541416
3,4,5,0.9774570848548182
3,4,6,0.920498345232592
3,4,7,0.36306172586213403
3,4,8,0.4463206830069193
3,4,9,0.3968446269577235
3,4,10,0.3528122248998614
3,4,11,0.0993963997492483
3,4,12,0.13987928342046563
3,4,13,0.052160826691303064
3,4,14,0.8930159700727466
3,4,15,0.7067660938643475
3,5,0,0.10613215050574876
3,5,1,0.355808683526215
3,5,2,0.36172549689439193
3,5,3,0.0438758217503179
3,5,4,0.8245787714722863
3,5,5,0.3256373350620323
3,5,6,0.4844728581490918
3,5,7,0.586929976748117
3,5,8,0.7961707477950569
3,5,9,0.9455727079864527
3,5,10,0.7133678159764859
3,5,11,0.17593815905612442
3,5,12,0.6712435327667875
3,5,13,0.5508200585313514
3,5,14,0.5774723390550107
3,5,15,0.08694942564044628
3,6,0,0.5566449729774091
3,6,1,0.18116145934462569
3,6,2,0.17835613178121779
3,6,3,0.8416597531705684
3,6,4,0.6477920500555316
3,6,5,0.6939528010257747
3,6,6,0.8341335481056233
3,6,7,0.3251755948316828
3,6,8,0.7033128388560616
3,6,9,0.17785225119011405
3,6,10,0.8240491176533815
3,6,11,0.6678608177467613
3,6,12,0.22667281999716393
3,6,13,0.39009790340902273
3,6,14,0.9671323839196584
3,6,15,0.9040060720989073
4,0,0,0.26117324002293807
4,0,1,0.22118727190244758
4,0,2,0.032727639790834706
4,0,3,0.2228715724108331
4,0,4,0.3755429856410134
4,0,5,0.6718835615227972
4,0,6,0.9100616078846677
4,0,7,0.8291960951913904
4,0,8,0.42228241378268194
4,0,9,0.8782142827785109
4,0,10,0.5400974132726954
4,0,11,0.03855437180360588
4,0,12,0.9373917229936506
4,0,13,0.7725227054570168
4,0,14,0.7458324669678965
4,0,15,0.3640363274942623
4,1,0,0.46569922856341583
4,1,1,0.9509301693047391
4,1,2,0.7261997781032846
4,1,3,0.7885129725611536
4,1,4,0.006688021217133522
4,1,5,0.6726476643005022
4,1,6,0.48988740042192536
4,1,7,0.11706029832231024
4,1,8,0.9230379204700411
4,1,9,0.5214488296053967
4,1,10,0.2242930355961641
4,1,11,0.6157481744668615
4,1,12,0.6220108823603447
4,1,13,0.43724201415255515
4,1,14,0.35719507303794784
4,1,15,0.007311844525545452
4,2,0,0.31272110195695857
4,2,1,0.8033507779521237
4,2,2,0.4221610072935791
4,2,3,0.28014767676287844
4,2,4,0.2562341760426895
4,2,5,0.5096954643643792
4,2,6,0.04947273259563845
4,2,7,0.07305422576498122
4,2,8,0.3274637434738733
4,2,9,0.05993241049666653
4,2,10,0.27085420885727807
4,2,11,0.9854344721077127
4,2,12,0.7789844834909173
4,2,13,0.9028930703453008
4,2,14,0.09223995770951843
4,2,15,0.2850225792386235
4,3,0,0.5509560903448689
4,3,1,0.2882767232701742
4,3,2,0.5420555394939729
4,3,3,0.1486739688201737
4,3,4,0.9044509526262587
4,3,5,0.6532982660051976
4,3,6,0.44959837460743957
4,3,7,0.6862979196641008
4,3,8,0.6922678010672632
4,3,9,0.6661576636787464
4,3,10,0.7830478205988655
4,3,11,0.17665485875662623
4,3,12,0.19679718575806326
4,3,13,0.6829857581913212
4,3,14,0.6772713803616249
4,3,15,0.09407489349172493
4,4,0,0.7171441064177403
4,4,1,0.18339807162181598
4,4,2,0.8068399580182484
4,4,3,0.36960165504274334
4,4,4,0.8111160676759526
4,4,5,0.1292780478055271
4,4,6,0.48244299856110806
4,4,7,0.7912208933533109
4,4,8,0.15752241273633416
4,4,9,0.9350011792888537
4,4,10,0.9046999759825078
4,4,11,0.757094042170516
4,4,12,0.3377274901208983
4,4,13,0.947031184730298
4,4,14,0.7583991801741168
4,4,15,0.11235512901076983
4,5,0,0.03306914269116856
4,5,1,0.5665934627930623
4,5,2,0.4603103673680595
4,5,3,0.007176520598248137
4,5,4,0.7189910252737712
4,5,5,0.03549792091145654
4,5,6,0.06276859514759248
4,5,7,0.08082606588775165
4,5,8,0.9891109297820191
4,5,9,0.8405159271819332
4,5,10,0.41557731240875806
4,5,11,0.9568874534594117
4,5,12,0.855021517222068
4,5,13,0.301506382506019
4,5,14,0.1015415070412573
4,5,15,0.3790193200500336
4,6,0,0.738021950372157
4,6,1,0.6249027783775434
4,6,2,0.9119547648853219
4,6,3,0.17011304698510943
4,6,4,0.8602604778781547
4,6,5,0.2166311009456614
4,6,6,0.5056148005716099
4,6,7,0.11331639554642392
4,6,8,0.3114157385562887
4,6,9,0.22221441475042414
4,6,10,0.7705413801120454
4,6,11,0.10840195305924383
4,6,12,0.7599648272002946
4,6,13,0.3265615144999242
4,6,14,0.11321865504290585
4,6,15,0.6815703506169164
5,0,0,0.24467593432471124
5,0,1,0.7709120240869123
5,0,2,0.09760705365376121
5,0,3,0.7547445493491326
5,0,4,0.427612082017636
5,0,5,0.4629943076616453
5,0,6,0.4422564449819001
5,0,7,0.0942648909287408
5,0,8,0.27675905471344886
5,0,9,0.6295094049025025
5,0,10,0.29109766961792716
5,0,11,0.1647467403943207
5,0,12,0.7515337353910142
5,0,13,0.2363009637077771
5,0,14,0.2784798514185719
5,0,15,0.040941206611982195
5,1,0,0.16424556287916303
5,1,1,0.7680031188969488
5,1,2,0.9681539850927218
5,1,3,0.9693885660117072
5,1,4,0.9300146233121827
5,1,5,0.5413994980920133
5,1,6,0.11211217465017731
5,1,7,0.49724100790953396
5,1,8,0.4747978871423312
5,1,9,0.15970315321855377
5,1,10,0.17574397894621252
5,1,11,0.9544806560162108
5,1,12,0.5153601240865371
5,1,13,0.1288170242229021
5,1,14,0.5701193195133865
5,1,15,0.41893769888386734
5,2,0,0.41343279645812503
5,2,1,0.844893666134313
5,2,2,0.33687462296582205
5,2,3,0.8157790162563229
5,2,4,0.5293490257801884
5,2,5,0.6954745150943806
5,2,6,0.4343476966496381
5,2,7,0.7057591120106269
5,2,8,0.24547794181412064
5,2,9,0.9835859919517731
5,2,10,0.07096180565667742
5,2,11,0.4826857698583724
5,2,12,0.598289183077019
5,2,13,0.11236793416874835
5,2,14,0.9529708472132332
5,2,15,0.9862199765676091
5,3,0,0.7925511567908643
5,3,1,0.2920105704777256
5,3,2,0.18510290380323735
5,3,3,0.34633172440631055
5,3,4,0.14541738049503894
5,3,5,0.6712215176570484
5,3,6,0.43705338959695383
5,3,7,0.42980057636720914
5,3,8,0.48076484074375403
5,3,9,0.43520184558550534
5,3,10,0.4259924013703754
5,3,11,0.8142647101929459
5,3,12,0.9051407968058195
5,3,13,0.12932503893472957
5,3,14,0.09477910350934193
5,3,15,0.2312389870918894
5,4,0,0.10464661761965266
5,4,1,0.6350042524189725
5,4,2,0.580595175886913
5,4,3,0.18848836431572358
5,4,4,0.41430624094338453
5,4,5,0.23374676223501567
5,4,6,0.9202465083401613
5,4,7,0.7031210540347486
5,4,8,0.1249421024118873
5,4,9,0.7237359677638469
5,4,10,0.920048267367721
5,4,11,0.93886657799612
5,4,12,0.6786763771760296
5,4,13,0.4004986757203952
5,4,14,0.07840433096519905
5,4,15,0.5724034773117308
5,5,0,0.9723974514660211
5,5,1,0.7558657712900987
5,5,2,0.5217613846245236
5,5,3,0.5915853308929925
5,5,4,0.067157339788663
5,5,5,0.6034848692111601
5,5,6,0.7604456049726385
5,5,7,0.1079047559984877
5,5,8,0.6059574628604255
5,5,9,0.7201883788815651
5,5,10,0.11363960460136746
5,5,11,0.6599366674081975
5,5,12,0.3354197446659426
5,5,13,0.9714432155974826
5,5,14,0.8729610438305678
5,5,15,0.9054987502951385
5,6,0,0.7002262375809525
5,6,1,0.9074874201536016
5,6,2,0.34136066740975946
5,6,3,0.7732811453728636
5,6,4,0.8720987317432892
5,6,5,0.2401204438485074
5,6,6,0.12222628507965849
5,6,7,0.08855658782686027
5,6,8,0.4229906738255582
5,6,9,0.7978048381862958
5,6,10,0.17370254365861126
5,6,11,0.645342488668487
5,6,12,0.6180728658102205
5,6,13,0.5151672543686813
5,6,14,0.6016704227070407
5,6,15,0.4061083084916983
6,0,0,0.010199945664176147
6,0,1,0.1668143510127843
6,0,2,0.6124026606716788
6,0,3,0.64985824439757
6,0,4,0.8468028579366588
6,0,5,0.901593918081961
6,0,6,0.695472808855237
6,0,7,0.9135940212298146
6,0,8,0.9080664764919363
6,0,9,0.7922146270087482
6,0,10,0.06276135417125239
6,0,11,0.6647654985642988
6,0,12,0.5839211419327643
6,0,13,0.6744114913797891
6,0,14,0.9439421533048209
6,0,15,0.004495196496362208
6,1,0,0.3617763486557556
6,1,1,0.5554222284462491
6,1,2,0.7333010855924572
6,1,3,0.3519083576144183
6,1,4,0.8742759504513766
6,1,5,0.07871948764903447
6,1,6,0.8949544267019554
6,1,7,0.8211947188333061
6,1,8,0.5186745556624555
6,1,9,0.35255319052402834
6,1,10,0.22772249248177634
6,1,11,0.46018548780659163
6,1,12,0.06156770851638871
6,1,13,0.22456382123782004
6,1,14,0.229603573735628
6,1,15,0.394637407114255
6,2,0,0.3315778269760309
6,2,1,0.40849744840963076
6,2,2,0.6040549002720897
6,2,3,0.35965830741036175
6,2,4,0.310303651934418
6,2,5,0.8253745340225394
6,2,6,0.14633432188372353
6,2,7,0.06910114285416746
6,2,8,0.21562193263685792
6,2,9,0.6171158196798066
6,2,10,0.8363574460990819
6,2,11,0.32662855579523886
6,2,12,0.1697101696356932
6,2,13,0.9287506591498017
6,2,14,0.6654643335026705
6,2,15,0.8692092845750325
6,3,0,0.016028020671445598
6,3,1,0.2855734516603885
6,3,2,0.8078680757317713
6,3,3,0.52456636184347
6,3,4,0.6631582239988767
6,3,5,0.36641029960542093
6,3,6,0.04625670986144559
6,3,7,0.47122989089230005
6,3,8,0.7679872738778967
6,3,9,0.9350898134835517
6,3,10,0.3324017942272899
6,3,11,0.9840497181720794
6,3,12,0.7705318567745085
6,3,13,0.9345327194104079
6,3,14,0.16372848596437173
6,3,15,0.19827557357604586
6,4,0,0.45651813112282247
6,4,1,0.4751488384080311
6,4,2,0.5961860984699677
6,4,3,0.615385367722198
6,4,4,0.6857931801604378
6,4,5,0.25245728435773185
6,4,6,0.7781280645611173
6,4,7,0.41178101992535077
6,4,8,0.25055669749781206
6,4,9,0.5826291820768412
6,4,10,0.39072396311123236
6,4,11,0.4736298105410546
6,4,12,0.44092682910898695
6,4,13,0.2947486570385467
6,4,14,0.09844456407252344
6,4,15,0.36965365878483636
6,5,0,0.3644745000025008
6,5,1,0.06884429907436318
6,5,2,0.2266934391517661
6,5,3,0.5603030252126806
6,5,4,0.5218577461285259
6,5,5,0.7854913214887768
6,5,6,0.7869376732779775
6,5,7,0.8679055400198918
6,5,8,0.8989208026084519
6,5,9,0.2549834186123451
6,5,10,0.47688525534033566
6,5,11,0.628047485744617
6,5,12,0.2649273441608053
6,5,13,0.887863812005507
6,5,14,0.7725084760620798
6,5,15,0.4460268065754929
6,6,0,0.39956645079258557
6,6,1,0.5033855171809928
6,6,2,0.6624966295584168
6,6,3,0.5220187300317588
6,6,4,0.48093997482263295
6,6,5,0.2561430240804824
6,6,6,0.4346220291116234
6,6,7,0.9743042330990724
6,6,8,0.5820942527897266
6,6,9,0.8217351318814714
6,6,10,0.05876000632282574
6,6,11,0.4873801412508624
6,6,12,0.6489364120264092
6,6,13,0.5483661886004373
6,6,14,0.760240456084067
6,6,15,0.6197027096838749
